Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8421505093574524,0.8463821917967449,0.7650355602037866,0.7890165672669442,535796800
2000-01-04,0.7711489200592041,0.8322759891419447,0.761274256061347,0.8144082072235389,512377600
2000-01-05,0.7824333310127258,0.8318058509784071,0.7749104107282833,0.7805525883855852,778321600
2000-01-06,0.714722752571106,0.8050037126972407,0.714722752571106,0.7984211393239875,767972800
2000-01-07,0.7485782504081726,0.7598635058852793,0.718484922198628,0.7260078399021651,460734400
2000-01-10,0.73541259765625,0.7692674233861818,0.7128421781123165,0.7673866806511616,505064000
2000-01-11,0.6977953314781189,0.7476380417018296,0.6808679473977438,0.7217763405385411,441548800
2000-01-12,0.6559465527534485,0.7184850107208633,0.650773670412138,0.7147226724837481,976068800
2000-01-13,0.7278887033462524,0.7429353961121226,0.6959146256131086,0.710843341933401,1032684800
2000-01-14,0.7556313276290894,0.7692674282377382,0.7476382086229353,0.7523400403780774,390376000
2000-01-18,0.781963050365448,0.7974807439105651,0.7556311513290321,0.7598636376640175,459177600
2000-01-19,0.8017123937606812,0.8181696301176359,0.7777313844230466,0.7946588189232093,597643200
2000-01-20,0.853905975818634,0.9140926390963079,0.853905975818634,0.8689526165259982,1831132800
2000-01-21,0.8374487161636353,0.859548178450286,0.8289845975482583,0.859548178450286,495924800
2000-01-24,0.7993614673614502,0.8482629258546308,0.7908972984769379,0.8158186527504218,440876800
2000-01-25,0.8445013165473938,0.8510847924195621,0.7702083166359831,0.7899568357365733,497145600
2000-01-26,0.8289843797683716,0.8590777546452094,0.8256931444691569,0.8275738360046804,367158400
2000-01-27,0.8275740742683411,0.8501445388289692,0.8050036599318243,0.8186397573083714,340144000
2000-01-28,0.7645654082298279,0.8341566395388088,0.7570424893187326,0.8139379694064162,423348800
2000-01-31,0.7805524468421936,0.7814928430972949,0.7109612656725857,0.759863628781742,701680000
2000-02-01,0.7542205452919006,0.7899569589030533,0.7523398532369561,0.7824331862010578,318035200
2000-02-02,0.7434056997299194,0.7683270596827173,0.7297695492928113,0.7579830502111938,464195200
2000-02-03,0.7772611975669861,0.7843147720511086,0.7542205354458786,0.754690733565532,475193600
2000-02-04,0.8125271797180176,0.8275738165791519,0.7796118642767654,0.7819628039771321,425320000
2000-02-07,0.8581377267837524,0.859548321376668,0.7970106552636591,0.812527547354561,441067200
2000-02-08,0.8642504811286926,0.873654037572266,0.8369781986580808,0.8576670072260667,408643200
2000-02-09,0.8473224639892578,0.8811781324231233,0.8459119701808508,0.858607720283284,299364800
2000-02-10,0.853905975818634,0.8567270640009254,0.8275740281240406,0.8492040952160037,302982400
2000-02-11,0.8181695938110352,0.8586077874870508,0.8144081092805143,0.85484630295653,212251200
2000-02-14,0.8713033199310303,0.8717735179353776,0.8172289924840567,0.8224010198595832,367539200
2000-02-15,0.8952843546867371,0.9023379276971769,0.8666015722429512,0.8670717702643674,485744000
2000-02-16,0.858607828617096,0.8887020166119524,0.8435611866366838,0.8858801246051716,378246400
2000-02-17,0.8642504811286926,0.8689522593504794,0.8510845378052005,0.866601370239586,289497600
2000-02-18,0.8369784951210022,0.8680121709820915,0.8341565532892499,0.8623699949381838,233441600
2000-02-22,0.8562570810317993,0.8797678962271226,0.8026528764125181,0.8285146324998344,422296000
2000-02-23,0.8745946288108826,0.895284346035258,0.8350967900152094,0.8519070973678409,473099200
2000-02-24,0.8667188882827759,0.8962249507542207,0.8407400148965671,0.8825888032969584,376432000
2000-02-25,0.8303950428962708,0.88023779547277,0.8285143510904093,0.8637805619050332,249144000
2000-02-28,0.852025032043457,0.8651909784398836,0.8153483307594268,0.8285142771558534,328328000
2000-02-29,0.8623698949813843,0.8821184128799262,0.8468522552637877,0.8543759258865558,368961600
2000-03-01,0.9803925156593323,0.9935584635187414,0.8915229702975842,0.8919931683713902,1077003200
2000-03-02,0.9178549647331238,0.9625248914793259,0.9079803018801105,0.9554721205101213,311259200
2000-03-03,0.9629950523376465,0.9647587223247138,0.9028083826417262,0.9394842405422835,323366400
2000-03-06,0.9455973505973816,0.9714590480958204,0.9404244686773596,0.9479482405048768,210560000
2000-03-07,0.9244375228881836,0.958763391697312,0.9112715738219697,0.9512396191375162,273011200
2000-03-08,0.9178549647331238,0.9324315083816807,0.8919932643066456,0.9244375375779519,271230400
2000-03-09,0.9197356700897217,0.9404244860503344,0.8896422898432919,0.9093908100924618,276718400
2000-03-10,0.9460678696632385,0.9625251090816409,0.9103313978564231,0.915504281531571,248606400
2000-03-13,0.912682056427002,0.9517097007303271,0.8990459109134464,0.9187952338876066,303956800
2000-03-14,0.8595481514930725,0.9347823594516594,0.8576673590742435,0.9119767971152953,428579200
2000-03-15,0.8745946288108826,0.9046888086137006,0.8586075948926215,0.8698928495385543,443609600
2000-03-16,0.9145629405975342,0.9178550308428365,0.8614289415444023,0.8825888631476294,378100800
2000-03-17,0.9404247403144836,0.9404247403144836,0.899986489137439,0.9037488783789956,305043200
2000-03-20,0.9253779649734497,0.9498290718497837,0.9206760840196484,0.929140253232644,204489600
2000-03-21,1.0151889324188232,1.0288249826456426,0.9150340962167277,0.9220868688799347,524328000
2000-03-22,1.0847795009613037,1.086190898506333,0.989796795587539,0.9989662087893043,567996800
2000-03-23,1.0631502866744995,1.1313309028180807,1.0532756267770818,1.068322263598168,562564800
2000-03-24,1.0434017181396484,1.0828995825826582,1.0194206996736548,1.0716143206088125,446913600
2000-03-27,1.0499849319458008,1.0890125919189684,1.0297654027940413,1.03540848490925,279182400
2000-03-28,1.046692967414856,1.068322173281996,1.0316454278321698,1.0325858237199506,202966400
2000-03-29,1.0227123498916626,1.0490442481613458,1.0068424351138094,1.0485741504902104,239836800
2000-03-30,0.9460678696632385,1.0358785442732446,0.9437168785098571,1.004844054773192,414400000
2000-03-31,1.021771788597107,1.0325859407393851,0.9479480913873765,0.9587631475634028,404633600
2000-04-03,1.0029630661010742,1.0495144899209277,0.9738100783512565,1.0194203023074997,328563200
2000-04-04,0.9578227400779724,1.0006118622378084,0.8783568687518732,0.9977907747367896,660329600
2000-04-05,0.9808636903762817,0.9996718175433296,0.9329017707663928,0.9514747486309441,457665600
2000-04-06,0.9418364763259888,1.0118979428075718,0.927259121303097,0.9827449403824644,259627200
2000-04-07,0.9912077784538269,0.992148074347562,0.9441869568731903,0.9573529074536462,242435200
2000-04-10,0.9404247403144836,0.9987316282864682,0.9385440479349005,0.9907376560787898,212262400
2000-04-11,0.8985759615898132,0.9394843090061525,0.8882310991798261,0.9291403506302832,541822400
2000-04-12,0.8219309449195862,0.8952844562337751,0.7890165272220577,0.8952844562337751,941136000
2000-04-13,0.8562570810317993,0.9028085131992232,0.8162890266789499,0.8388594956519488,529827200
2000-04-14,0.8416804671287537,0.8877608408346886,0.8200503473954772,0.8224012879595143,667620800
2000-04-17,0.9319614171981812,0.932431615376512,0.8205205816767958,0.8238127222868589,409561600
2000-04-18,0.954531192779541,0.9545311927795409,0.8981051389632292,0.9291397046153895,390924800
2000-04-19,0.9112713932991028,0.9799222132836537,0.9009265345354145,0.9493587390501466,520150400
2000-04-20,0.8943439722061157,0.938543691819698,0.8807078275854632,0.9305505262308091,722120000
2000-04-24,0.9065698385238647,0.9065698385238647,0.863310504692129,0.8651911968048287,443620800
2000-04-25,0.9653459787368774,0.9686380687415144,0.9183251618676952,0.9187953599915649,391641600
2000-04-26,0.912682056427002,0.9629948559472058,0.9028081985255818,0.9526499964007903,366912000
2000-04-27,0.9535908102989197,0.955472406946271,0.8770640085385868,0.881648667634167,326603200
2000-04-28,0.9333717823028564,0.9592335825713244,0.9126821612812879,0.9564124943394166,249580800
2000-05-01,0.9352525472640991,0.9413657252473221,0.916914620485888,0.9394841292634621,226195200
2000-05-02,0.886820375919342,0.9498290335805522,0.8839992876400147,0.9272586197261806,236432000
2000-05-03,0.8656612634658813,0.9122118767607661,0.8397995660953221,0.8948142468699435,489798400
2000-05-04,0.8327459692955017,0.8670718336427166,0.8318055731839312,0.8661314375311461,399515200
2000-05-05,0.8510850071907043,0.863310561433136,0.8329812726714673,0.8336865197040538,284076800
2000-05-08,0.8285144567489624,0.8553165031490251,0.8275740605020009,0.8433259989832701,184900800
2000-05-09,0.7932484149932861,0.8369787585610474,0.7890167816284438,0.829925182476243,327140800
2000-05-10,0.7471679449081421,0.7899570861797353,0.7429354579565342,0.7829035104670701,535091200
2000-05-11,0.7734997868537903,0.7843148468787308,0.7448169956809096,0.7626847770529647,499744000
2000-05-12,0.8097063302993774,0.831335595977036,0.7881933836690062,0.7974807765469407,306913600
2000-05-15,0.7598633766174316,0.8129973043453508,0.7532799521030198,0.8129973043453508,678932800
2000-05-16,0.795129120349884,0.8205206269671522,0.7730297043002763,0.7863127784592525,440451200
2000-05-17,0.7626848220825195,0.78008240631723,0.7551610483167276,0.7796122081249565,398092800
2000-05-18,0.7579827308654785,0.7894866016322832,0.7570423348034607,0.7749101111023023,373777600
2000-05-19,0.7071998119354248,0.7466976589454455,0.7024971276512957,0.7466976589454455,740667200
2000-05-22,0.6766354441642761,0.7053190868013323,0.6470122590849863,0.7053190868013323,755507200
2000-05-23,0.6456018090248108,0.7024972470694881,0.6441912646651625,0.6808680296701651,517585600
2000-05-24,0.6597079634666443,0.6752248018701466,0.624441750463796,0.6484227572250542,678462400
2000-05-25,0.65653395652771,0.6970901337581941,0.6470123675427518,0.6658213504443765,406750400
2000-05-26,0.6498333215713501,0.6761652191701224,0.6413700569832437,0.6620588741559851,181148800
